cnpj;DT_COMPTC;VL_PATRIM_LIQ
33520901000163;2026-03-12;1641792242.50
33520932000114;2026-03-12;6214938.68
33520944000149;2026-03-12;4118878.51
33520953000130;2026-03-12;4062596.94
33520968000106;2026-03-12;1479339309.36
33520988000179;2026-03-12;177770885.01
33520997000160;2026-03-12;5656332.91
33521794000198;2026-03-12;35550220.51
33521813000186;2026-03-11;20371528.14
33571005000123;2026-03-12;239129435.47
33571030000107;2026-03-12;393033278.85
33571069000124;2026-03-12;134984719.87
33588370000140;2026-03-12;3485330.42
33588524000102;2026-03-12;2920565.52
33588607000193;2026-03-12;372937529.80
33588784000170;2026-03-11;564212236.89
33588888000184;2026-03-12;4866822.46
33589389000101;2026-03-12;121712558.01
33589828000186;2026-03-12;77723381.62
33599482000105;2026-03-12;93222136.11
33599991000120;2026-03-12;402961034.84
33600624000107;2026-03-12;4816895.27
33600729000158;2026-03-12;515635790.71
33600794000183;2026-03-12;23510687.23
33600869000126;2026-03-12;99881733.77
33600915000197;2026-03-12;77093876.22
33611046000104;2026-03-12;36533213.19
33617774000115;2026-03-12;13084288.27
33617885000121;2026-03-12;54888486.28
33624201000119;2026-03-11;14635487.40
33624828000170;2026-03-11;83018231.15
33624948000177;2026-03-11;24178962.13
33625603000138;2026-03-12;121490208.71
33625723000135;2026-03-12;54298371.81
33625789000125;2026-03-12;32598583.63
33632411000159;2026-03-11;54048284.69
33667768000172;2026-03-12;2136892.76
33667772000130;2026-03-12;40973280.57
33688868000185;2026-03-12;40033890.36
33688910000168;2026-03-12;10148017.00
33689069000123;2026-03-12;23041435.60
33701422000143;2026-03-12;1212222.73
33701474000110;2026-03-12;19272527.04
33701534000102;2026-03-11;25296437.94
33701805000111;2026-03-12;184463029.22
33701820000160;2026-03-12;540478178.27
33701828000126;2026-03-12;1062106236.50
33736767000132;2026-03-12;94162320.44
33736782000180;2026-03-12;175310802.94
33736845000107;2026-03-12;3320803.57
33736873000116;2026-03-12;175320609.98
33755581000120;2026-03-03;0.00
33755672000166;2026-03-12;18149659.70
33755685000135;2026-03-12;4415206.91
33755708000101;2026-03-12;28067458.30
33755721000160;2026-03-12;91623963.12
33755733000195;2026-03-09;177864689.95
33768898000100;2026-03-12;1464980.30
33768907000154;2026-03-12;1444154.28
33768937000160;2026-03-12;26555120.62
33768941000129;2026-03-12;79961068.00
33768955000142;2026-03-12;148667393.44
33769046000129;2026-03-11;20662531.30
33769079000179;2026-03-12;2381783.93
33769090000139;2026-03-12;193945984.35
33769125000130;2026-03-12;20907851.72
33769135000175;2026-03-12;19396628.86
33769161000101;2026-03-12;37644124.60
33770627000180;2026-03-12;29787961.68
33784156000160;2026-03-12;136240962.61
33784170000163;2026-03-12;634219484.16
33784183000132;2026-03-12;35488354.86
33784231000192;2026-03-12;5081880648.14
33784263000198;2026-03-13;8593609521.31
33786226000119;2026-03-12;54825044.51
33795343000149;2026-03-12;67542564.34
33795466000180;2026-03-12;7884655.28
33796050000186;2026-03-12;465546225.17
33796084000170;2026-03-12;5273677.90
33796173000117;2026-03-12;29439152.40
33796273000143;2026-03-12;43731784.27
33796334000172;2026-03-12;91947563.26
33824062000177;2026-03-11;39538789.79
33824227000100;2026-03-12;210239431.51
33824260000130;2026-03-11;1706531.35
33824409000181;2026-03-12;31128000.55
33824468000150;2026-03-12;201246831.07
33824486000131;2026-03-12;25066401.71
33824511000187;2026-03-12;24917689.24
33824527000190;2026-03-12;326999703.02
33824549000150;2026-03-12;1501510681.97
33824820000157;2026-03-12;1064736.41
33824833000126;2026-03-12;118401871.35
33824854000141;2026-03-12;9048856.90
33824886000147;2026-03-12;4876733.82
33824906000180;2026-03-12;1839560270.26
33824925000106;2026-03-12;123028059.01
33824951000134;2026-03-12;11222444.48
33825012000104;2026-03-12;23123295.99
33827133000195;2026-03-12;33024762.90
33827655000197;2026-03-12;24153565.45
33840279000170;2026-03-12;319164258.70
33840326000186;2026-03-12;18988633.41
33840487000170;2026-03-12;5922764.85
33842492000111;2026-03-12;5746919529.48
33842540000171;2026-03-12;38005967.83
33842559000118;2026-03-12;66587102.13
33842579000199;2026-03-12;8244579.66
33842681000194;2026-03-12;7703121.93
33843005000135;2026-03-12;9731294.06
33843037000130;2026-03-12;166496076.54
33843057000101;2026-03-12;646426712.98
33843077000182;2026-03-12;26623476.18
33843108000103;2026-03-12;171463125.88
33843124000198;2026-03-12;3817345.24
33843168000118;2026-03-12;10916061.38
33843200000165;2026-03-12;42082874.20
33843220000136;2026-03-12;44151126.89
33843305000114;2026-03-12;13520132.61
33843317000149;2026-03-12;327138119.28
33843345000166;2026-03-12;860275953.09
33843360000104;2026-03-12;157567520.95
33843375000172;2026-03-12;2621614929.92
33843404000104;2026-03-12;86843408.78
33843428000155;2026-03-12;905848370.96
33863652000109;2026-03-12;6259084.78
33884185000101;2026-03-12;82577713.60
33897824000165;2026-03-12;2007718.78
33897997000183;2026-03-11;176955482.55
33898268000141;2026-03-12;2848650868.81
33898293000125;2026-03-12;544075217.39
33913516000186;2026-03-12;44601243.84
33913562000185;2026-03-12;451109476.41
33913568000152;2026-03-12;1023792.73
33913576000107;2026-03-12;329275147.53
33913584000145;2026-03-12;7368336.56
33913618000100;2026-03-12;21245196.90
33913620000170;2026-03-12;35632493.01
33913629000181;2026-03-12;26605785.20
33913638000172;2026-03-12;11300218.85
33913650000187;2026-03-12;1104467408.14
33913659000198;2026-03-12;72668214.77
33913663000156;2026-03-12;151161345.71
33913669000123;2026-03-12;110825458.87
33925125000181;2026-03-12;16671132.41
33925149000130;2026-03-12;115863767.63
33925162000190;2026-03-12;418302708.73
33925183000105;2026-03-12;36802841.36
33925189000182;2026-03-12;93068161.07
33925202000101;2026-03-12;974571.13
33952885000188;2026-03-12;5680622.33
33952911000178;2026-03-12;16839096.31
33952939000105;2026-03-12;42847191.56
33953056000110;2026-03-13;241910253.33
33953262000120;2026-03-13;33696604.00
33953284000190;2026-03-12;78288224.71
33953309000155;2026-03-12;114684784.68
33953325000148;2026-03-11;30322495.60
33953409000181;2026-03-12;49010436.10
33953485000197;2026-03-12;216981536.74
34012262000198;2026-03-12;15581079.68
34027731000142;2026-03-12;-347620.11
34028054000187;2026-03-12;74901239.62
34028082000102;2026-03-12;123716836.11
34028093000184;2026-03-12;462151917.56
34041503000127;2026-03-13;21600382.21
34048364000163;2026-03-11;6369453.40
34054867000141;2026-03-12;11674819.19
34054870000165;2026-03-12;67089121.04
34054872000154;2026-03-12;135653965.42
34054876000132;2026-03-12;1685301.94
34054886000178;2026-03-12;86341996.28
34054888000167;2026-03-12;150489742.40
34054923000148;2026-03-12;1683047286.52
34054934000128;2026-03-12;480978255.36
34080987000113;2026-03-12;186858872.86
34081002000174;2026-03-12;1598557.91
34081012000100;2026-03-12;16601237.17
34081022000145;2026-03-12;322148209.27
34081031000136;2026-03-12;2927309.51
34081041000171;2026-03-12;6288845573.68
34081049000138;2026-03-12;692132852.83
34081080000179;2026-03-12;19585808.31
34081155000111;2026-03-12;17556306.29
34081162000113;2026-03-12;14419418.98
34081172000159;2026-03-12;35720663.38
34081202000127;2026-03-12;932002896.02
34081211000118;2026-03-12;2417082314.37
34081223000142;2026-03-12;108237065.10
34081230000144;2026-03-12;4102655.79
34081238000100;2026-03-12;35859976.78
34081246000157;2026-03-12;2439047.61
34081274000174;2026-03-12;1720958.63
34081286000107;2026-03-12;72335736.37
34081311000144;2026-03-12;2910371.43
34081444000110;2026-03-12;448537788.70
34081456000145;2026-03-12;136545912.61
34081462000100;2026-03-12;13751551.54
34081583000144;2026-03-11;18929997.65
34081651000175;2026-03-11;779993680.77
34081680000137;2026-03-11;483201854.25
34096089000153;2026-03-12;406264204.51
34096098000144;2026-03-12;29300295.71
34096113000154;2026-03-12;26631313.63
34096196000181;2026-03-12;20959218.12
34096201000156;2026-03-12;11286223.68
34096211000191;2026-03-12;9299965.44
34096221000127;2026-03-12;28502619.42
34096235000140;2026-03-12;278057623.37
34108933000119;2026-03-12;477013116.47
34108986000130;2026-03-12;234952564.77
34109625000108;2026-03-12;11317388.40
34109636000198;2026-03-12;1517328.37
34109650000191;2026-03-12;3881272.44
34109663000160;2026-03-12;43322889.99
34109668000193;2026-03-12;39470442.56
34109677000184;2026-03-12;8211069.67
34109690000133;2026-03-12;25343732.38
34109704000119;2026-03-12;36887751.84
34109711000110;2026-03-12;43894560.50
34109730000147;2026-03-12;52426165.22
34109746000150;2026-03-12;16042095.66
34109756000195;2026-03-12;272693530.44
34109764000131;2026-03-12;1650366.36
34109771000133;2026-03-12;14352597.46
34109794000148;2026-03-12;7339514.02
34109803000109;2026-03-12;19118300.22
34109809000178;2026-03-12;3824467654.77
34109825000160;2026-03-12;1315036221.34
34109837000195;2026-03-12;106970728.60
34109838000130;2026-03-12;5890118.48
34109840000109;2026-03-12;67880124.86
34109912000118;2026-03-12;25018050.52
34109921000109;2026-03-12;4152621.99
34109940000135;2026-03-12;1133115474.36
34109945000168;2026-03-12;32830969.72
34109948000100;2026-03-12;8226092.54
34109961000150;2026-03-12;6671703.38
34123524000191;2026-03-12;783939.47
34123529000114;2026-03-12;7236917.36
34123534000127;2026-03-12;51327694.97
34123537000160;2026-03-12;44883256.04
34123543000118;2026-03-12;7322612.18
34123546000151;2026-03-12;14840345.65
34123555000142;2026-03-12;27154046.26
34123557000131;2026-03-12;46923263.59
34123564000133;2026-03-12;20029391.72
34123568000111;2026-03-12;155021530.53
34123575000113;2026-03-12;56131813.02
34123581000170;2026-03-12;92869982.72
34123584000104;2026-03-12;46603154.77
34123589000137;2026-03-12;180830417.75
34123593000103;2026-03-12;12032113.41
34123602000158;2026-03-12;782491847.18
34123613000138;2026-03-12;2541610978.65
34143732000152;2026-03-12;32157329.55
34143748000165;2026-03-12;30770388.51
34143760000170;2026-03-12;35486301.74
34143783000184;2026-03-12;32570347.52
34143832000189;2026-03-12;32517865.18
34143871000186;2026-03-12;37184357.98
34143959000106;2026-03-12;98974302.86
34143987000115;2026-03-13;23788509.51
34172417000153;2026-03-12;100194169.00
34172458000140;2026-03-12;29234469.58
34172479000165;2026-03-12;244420577.84
34172497000147;2026-03-12;1022301628.93
34172515000190;2026-03-12;5193823.34
34172617000106;2026-03-12;278129467.46
34172637000187;2026-03-12;3563921678.15
34172683000186;2026-03-12;52923847.57
34172705000108;2026-03-12;71981271.02
34185781000158;2026-03-12;30568155.77
34186116000189;2026-03-12;31983195.11
34186156000120;2026-03-12;34181348.95
34186291000176;2026-03-13;55421851.07
34186614000121;2026-03-12;2860083.86
34186631000169;2026-03-12;82280125.75
34187026000102;2026-03-11;30385526.15
34187244000147;2026-03-12;849468813.26
34187279000186;2026-03-12;50779161.43
34200554000154;2026-03-12;55959272.74
34200585000105;2026-03-12;116988774.26
34200640000167;2026-03-12;17031612.97
34218331000114;2026-03-12;134377399.30
34218355000173;2026-03-12;52494317.85
34218574000152;2026-03-12;146491136.98
34218592000134;2026-03-10;52271547.94
34218601000197;2026-03-12;28577070.05
34218639000160;2026-03-11;15964939.29
34218678000167;2026-03-12;215161946.58
34218692000160;2026-03-12;93959582.55
34218723000183;2026-03-12;99037830.93
34218752000145;2026-03-12;8064806.86
34218763000125;2026-03-12;45282014.72
34231810000170;2026-03-12;50500927.71
34231820000106;2026-03-12;32557040.81
34231958000105;2026-03-12;14822336.92
34231962000173;2026-03-12;16057170.28
34231973000153;2026-03-12;83654526.55
34231995000113;2026-03-12;311612078.85
34232072000186;2026-03-12;40948155.69
34232089000133;2026-03-12;435449238.26
34232118000167;2026-03-12;182275043.02
34232127000158;2026-03-12;2009702287.13
34246343000152;2026-03-12;50903303.20
34246353000198;2026-03-12;1495509373.72
34246364000178;2026-03-12;7890400.82
34246372000114;2026-03-12;19487471.36
34246376000100;2026-03-12;95415262.25
34246380000160;2026-03-12;1701928807.89
34246384000149;2026-03-12;34309433.03
34246392000195;2026-03-12;1795140757.19
34246398000162;2026-03-12;31633165.33
34246402000192;2026-03-12;3102678.14
34246418000103;2026-03-12;40735466.23
34246432000107;2026-03-12;3787682.74
34246448000101;2026-03-12;4968737324.35
34246474000130;2026-03-12;8854030.82
34246519000176;2026-03-12;14161377524.02
34246525000123;2026-03-12;93193500.26
34246534000114;2026-03-12;543116919.05
34246543000105;2026-03-12;6152530.77
34258120000105;2026-03-12;63164999.80
34258142000175;2026-03-12;55213224.74
34258198000120;2026-03-12;6277107.74
34258264000161;2026-03-12;3409593.15
34258329000179;2026-03-12;3043534.53
34258351000119;2026-03-12;501147376.58
34258680000160;2026-03-12;52876665.59
34258697000117;2026-03-12;895520835.07
34258729000184;2026-03-12;88510676.30
34258751000124;2026-03-12;120212168.00
34258782000185;2026-03-12;412718631.58
34270943000156;2026-03-12;112573982.44
34270949000123;2026-03-12;70746094.99
34270957000170;2026-03-12;15727929.03
34270985000197;2026-03-12;325712367.85
34271051000170;2026-03-12;17524208.62
34271065000193;2026-03-12;18632814.44
34271091000111;2026-03-12;38111198.83
34286506000120;2026-03-12;348176318.89
34286521000179;2026-03-12;39516142.36
34286544000183;2026-03-12;39529860.39
34286558000105;2026-03-12;5149021.88
34286570000101;2026-03-12;11557230.49
34286706000183;2026-03-12;156147190.65
34286727000107;2026-03-11;12302380.57
34287118000164;2026-03-12;16476056.78
34287126000100;2026-03-12;187505565.63
34287172000100;2026-03-12;14133471.52
34287184000134;2026-03-12;18477133.38
34287194000170;2026-03-12;22393946.82
34309530000138;2026-03-12;15984613.78
34309535000160;2026-03-12;28440470.57
34309549000184;2026-03-12;57059321.25
34309551000153;2026-03-12;420610452.81
34309552000106;2026-03-12;38451098.28
34337085000110;2026-03-12;34197759.05
34337236000130;2026-03-12;357854177.32
34337307000102;2026-03-12;497323036.99
34337334000177;2026-03-12;75300857.70
34337391000156;2026-03-12;53316894.87
34337546000154;2026-03-12;27540693.63
34337739000105;2026-03-12;24936551.35
34337882000105;2026-03-12;27002402.31
34369940000174;2026-03-12;5394737.87
34370376000100;2026-03-12;60846842.41
34370568000116;2026-03-12;30712505.04
34370592000155;2026-03-12;22691507.27
34370624000112;2026-03-12;206964873.42
34370663000110;2026-03-12;43424480.11
34370754000155;2026-03-13;26924913.28
34370777000160;2026-03-12;626810252.95
34370880000100;2026-03-12;0.00
34370910000188;2026-03-12;0.00
34400188000187;2026-03-12;21551868.69
34400220000124;2026-03-11;198458818.38
34400268000132;2026-03-11;27083405.42
34400301000124;2026-03-12;32256216.08
34400351000101;2026-03-12;274944675.40
34427811000195;2026-03-12;141354948.38
34427869000139;2026-03-12;95663112.13
34428006000186;2026-03-12;37908275.17
34429865000190;2026-03-12;141383344.17
34429929000152;2026-03-12;83785936.40
34429957000170;2026-03-12;24543208.42
34430477000129;2026-03-12;207349432.01
34430550000162;2026-03-12;3610664.91
34430623000116;2026-03-12;8296357.07
34430732000133;2026-03-13;293878820.44
34430866000154;2026-03-12;264062432.68
34431065000103;2026-03-12;176850866.13
34431229000100;2026-03-12;52935734.59
34431415000131;2026-03-12;855733525.26
34431462000185;2026-03-12;49095662.05
34431537000128;2026-03-12;9772225.98
34431610000161;2026-03-12;595441605.98
34431868000168;2026-03-12;1453481524.79
34432014000104;2026-03-12;9900538.61
34432116000111;2026-03-12;5314479.59
34441812000194;2026-03-12;59268541.23
34442059000151;2026-03-12;13501026.64
34447278000123;2026-03-12;49243603.27
34447345000100;2026-03-12;90139628.06
34447385000151;2026-03-12;41601284.93
34447420000132;2026-03-12;170781287.99
34447439000189;2026-03-12;19463794.28
34447464000162;2026-03-12;39416242.70
34461635000108;2026-03-12;174329772.66
34461733000145;2026-03-12;58092225.79
34461754000160;2026-03-12;16451176.28
34461768000184;2026-03-12;22328164.18
34461856000186;2026-03-12;120354455.67
34461874000168;2026-03-12;45417650.71
34461886000192;2026-03-12;15358573.20
34461903000191;2026-03-12;44385896.96
34461914000171;2026-03-12;45985637.86
34461969000181;2026-03-12;21533811.77
34461994000165;2026-03-12;12496301.28
34462068000104;2026-03-12;16356289.43
34462096000121;2026-03-12;77325117.71
34462109000162;2026-03-12;195118999.84
34462132000157;2026-03-12;19911862.02
34462142000192;2026-03-12;75582072.02
34473526000100;2026-03-12;29340214.23
34474470000109;2026-03-12;2730757815.68
34474500000187;2026-03-12;75816182.96
34474531000138;2026-03-12;142590414.80
34474567000111;2026-03-12;142560888.92
34474863000112;2026-03-12;29032869.63
34474917000140;2026-03-12;16828320.34
34474989000197;2026-03-12;2796670936.79
34475029000141;2026-03-12;26688919.42
34475044000190;2026-03-12;8066139.66
34475149000149;2026-03-12;5863320.77
34475199000126;2026-03-13;22254738.42
34475217000170;2026-03-12;73354008.13
34475378000163;2026-03-12;10353997.70
34475424000124;2026-03-12;272282851.71
34475439000192;2026-03-12;404494288.56
34475447000139;2026-03-12;2966118.71
34475471000178;2026-03-12;275336630.68
34475482000158;2026-03-12;8581695.80
34475511000181;2026-03-12;11261961.57
34475528000139;2026-03-12;20462091.75
34475592000110;2026-03-12;184236198.34
34475777000124;2026-03-12;24338333.52
34476006000151;2026-03-12;596533703.77
34476012000109;2026-03-12;4390270.06
34476038000157;2026-03-12;22384479.01
34476048000192;2026-03-12;83160664.50
34488907000163;2026-03-12;13175310741.77
34489041000105;2026-03-12;30047392.45
34489079000188;2026-03-12;13059924.66
34497937000136;2026-03-12;24044155.53
34502777000176;2026-03-12;295165281.10
34502790000125;2026-03-12;12495439.83
34502862000134;2026-03-12;3348608.59
34502938000121;2026-03-12;21612291.04
34507447000173;2026-03-12;51698761.71
34507804000101;2026-03-12;85759979.61
34508014000132;2026-03-12;14994715.95
34508094000126;2026-03-12;8165963.94
34508181000183;2026-03-12;17038541.15
34508205000102;2026-03-12;7882602.57
34508396000102;2026-03-11;150647174.68
34508815000106;2026-03-12;7877585.85
34525023000131;2026-03-12;166369059.09
34525051000159;2026-03-12;1430053450.44
34525068000106;2026-03-12;7417643.16
34546288000116;2026-03-12;226468354.28
34546313000161;2026-03-12;152113028.87
34546336000176;2026-03-12;140082865.05
34546404000105;2026-03-12;1619387128.92
34546439000136;2026-03-12;93540592.09
34554339000151;2026-03-12;107089696.16
34555157000103;2026-03-12;93310611.78
34555204000100;2026-03-12;40756551.38
34555222000192;2026-03-12;19925239.58
34555249000185;2026-03-12;713852551.35
34567300000179;2026-03-12;22432647.59
34567868000190;2026-03-12;491179934.95
34568020000185;2026-03-12;171160860.39
34568351000115;2026-03-12;697732854.54
34568373000185;2026-03-12;90558743.39
34568421000135;2026-03-12;343801013.68
34568450000105;2026-03-12;1449364.51
34568536000120;2026-03-12;1334830415.76
34568557000145;2026-03-12;129137469.44
34579213000131;2026-03-12;125751382.92
34579584000113;2026-03-12;12674747.59
34580935000106;2026-03-12;24652305.20
34581178000195;2026-03-12;88530647.70
34581222000167;2026-03-12;37387908.75
34581406000127;2026-03-12;131722798.23
34582493000137;2026-03-12;2971497.16
34599295000186;2026-03-12;353046835.21
34606424000116;2026-03-12;454455932.98
34606588000143;2026-03-12;305074920.96
34609906000120;2026-03-12;17515662.92
34611432000150;2026-03-12;60079035.24
34613727000166;2026-03-12;127636272.64
34616681000139;2026-03-12;120973300.13
34616735000166;2026-03-12;233749456.36
34616750000104;2026-03-12;5751051.91
34616774000163;2026-03-12;119281551.18
34616794000134;2026-03-12;278322914.66
34616823000168;2026-03-12;92506538.95
34616836000137;2026-03-12;63323623.35
34616859000141;2026-03-12;121938263.73
34617239000127;2026-03-12;78237832.32
34617252000186;2026-03-12;102489924.51
34617263000166;2026-03-12;172706099.11
34617276000135;2026-03-12;17895422.13
34617343000111;2026-03-12;159116032.73
34617361000101;2026-03-12;1270138525.60
34626038000196;2026-03-12;13781998.36
34626088000173;2026-03-12;930863711.39
34626114000163;2026-03-12;41995344.07
34626161000107;2026-03-12;54794635.45
34626178000164;2026-03-12;9424166.07
34626199000180;2026-03-12;2404650.50
34626238000149;2026-03-12;27884227.85
34626369000126;2026-03-12;23864285.34
34626400000129;2026-03-12;30888494.66
34626548000163;2026-03-12;31341593.94
34626618000183;2026-03-12;23421035.39
34633357000129;2026-03-12;79522888.63
34633386000190;2026-03-12;8497685.47
34633393000192;2026-03-12;2384900.96
34633411000136;2026-03-12;14406239.04
34633416000169;2026-03-12;143040069.54
34633424000105;2026-03-12;98321710.49
34633510000118;2026-03-13;1558191613.05
34643801000197;2026-03-12;12390511.79
34643894000150;2026-03-12;13254467.42
34643910000104;2026-03-12;8740015.88
34643990000106;2026-03-12;166467073.63
34644032000141;2026-03-12;7719710.02
34644255000109;2026-03-12;7571639.34
34644298000194;2026-03-12;7811025.93
34644314000149;2026-03-12;20231983.83
34644327000118;2026-03-11;11371070.87
34656410000107;2026-03-12;36025925.73
34656796000157;2026-03-12;35888036.65
34657939000145;2026-03-12;20845631.38
34658060000118;2026-03-12;20807330.37
34658129000103;2026-03-12;11625183.52
34658282000130;2026-03-12;20606019.07
34658702000189;2026-03-12;93316674.80
34658753000100;2026-03-12;50982674.36
34658789000194;2026-03-12;2898783183.30
34658859000104;2026-03-12;1309630982.83
34659785000120;2026-03-12;544479938.28
34659858000184;2026-03-12;23138759.24
34659901000101;2026-03-12;66070999.29
34660200000192;2026-03-12;260224130.90
34660276000118;2026-03-12;130964815.71
34660333000169;2026-03-12;119100947.15
34660403000189;2026-03-12;1482563487.02
34660453000166;2026-03-12;179216060.20
34660496000141;2026-03-12;3132045378.92
34660534000166;2026-03-12;46978913.97
34660587000187;2026-03-12;10429034.93
34660719000170;2026-03-12;292808903.35
34660799000164;2026-03-12;66331003.78
34666775000112;2026-03-12;19452350.34
34666840000100;2026-03-12;28071982.57
34674497000145;2026-03-12;7424708.27
34674552000105;2026-03-12;31009162.55
34681760000123;2026-03-12;27524007.11
34687399000142;2026-03-12;498984060.37
34687428000176;2026-03-12;16594505.37
34687441000125;2026-03-12;449753391.51
34687460000151;2026-03-12;49658082.45
34687488000199;2026-03-12;54634452.10
34687510000109;2026-03-12;2703307581.85
34687549000118;2026-03-12;673738567.77
34687581000101;2026-03-12;447548941.13
34687600000191;2026-03-12;644889460.33
34687633000131;2026-03-12;68272479.55
34689139000106;2026-03-12;16792055.54
34689178000103;2026-03-12;59318659.85
34689200000115;2026-03-12;59570140.81
34689243000109;2026-03-12;239261837.83
34689278000130;2026-03-12;14790517.43
34689418000170;2026-03-12;34171198.44
34689476000101;2026-03-11;169335945.99
34691579000106;2026-03-12;3921132.82
34693089000130;2026-03-12;1103677529.51
34701977000158;2026-03-12;55245058.71
34702572000134;2026-03-12;64954600.41
34702622000183;2026-03-12;54257495.85
34702702000139;2026-03-12;6657389.04
34706401000183;2026-03-12;22016424.59
34706514000189;2026-03-12;16145254.51
34706548000173;2026-03-12;25881799.58
34706586000126;2026-03-12;3563082.15
34706623000104;2026-03-12;99795019.16
34706691000165;2026-03-12;30991954.81
34706787000123;2026-03-12;29608662.61
34712965000129;2026-03-12;18402172.54
34712993000146;2026-03-12;15151228.48
34713026000107;2026-03-12;257071156.51
34714155000101;2026-03-12;31177900.29
34714223000132;2026-03-12;127192662.94
34714241000114;2026-03-12;30185976.92
34714404000169;2026-03-12;119263280.73
34718468000138;2026-03-12;24852731.69
34718807000186;2026-03-12;12333779.46
34718844000194;2026-03-12;75276611.28
34719487000189;2026-03-12;65967763.23
34719516000102;2026-03-12;40787023.32
34719539000117;2026-03-12;6125902.25
34719586000160;2026-03-11;237714932.45
34719644000156;2026-03-12;269869966.07
34736040000118;2026-03-12;14369751.40
34736220000108;2026-03-12;4344554.54
34736255000139;2026-03-13;189808807.21
34736294000136;2026-03-12;9489183.52
34738019000151;2026-03-13;215353225.16
34738037000133;2026-03-12;12050018.32
34738114000155;2026-03-12;57168242.59
34738165000187;2026-03-12;17626308.02
34738200000168;2026-03-12;202257771.17
34738221000183;2026-03-12;239150967.26
34738232000163;2026-03-12;1713374.40
34738254000123;2026-03-12;1702372.65
34738269000191;2026-03-12;88670901.53
34738303000128;2026-03-11;8208895.33
34738332000190;2026-03-13;47256698.50
34771627000168;2026-03-12;89551370.17
34771678000190;2026-03-12;89553128.39
34771700000100;2026-03-12;54821939.61
34771724000150;2026-03-12;34396128.66
34771755000101;2026-03-12;110086535.92
34771804000106;2026-03-12;66003214.60
34771888000188;2026-03-11;48742287.22
34774288000173;2026-03-12;133257031.78
34774303000183;2026-03-12;42994188.45
34774322000100;2026-03-12;17148628.85
34774472000113;2026-03-12;75035653.13
34774491000140;2026-03-12;10266685.53
34774515000160;2026-03-12;195932330.13
34774627000111;2026-03-12;72915120.40
34774642000160;2026-03-12;172371800.65
34774662000130;2026-03-12;125369281.75
34780375000133;2026-03-12;8283806610.11
34780432000184;2026-03-12;217942087.43
34780641000128;2026-03-12;30123982.34
34781162000126;2026-03-12;112382015.14
34781204000129;2026-03-12;24448582.78
34781249000101;2026-03-13;710925017.33
34781259000139;2026-03-13;711430646.21
34781329000159;2026-03-12;189187890.02
34790765000194;2026-03-12;108466232.08
34791108000161;2026-03-13;415746788.80
34791324000107;2026-03-12;154712686.65
34791348000166;2026-03-12;30077573.89
34791397000107;2026-03-12;143428213.51
34791421000108;2026-03-12;155310339.67
34791444000104;2026-03-12;5334842.89
34791543000196;2026-03-12;1092995.76
34791568000190;2026-03-12;15737390551.83
34791655000147;2026-03-12;9999205.11
34791680000120;2026-03-12;25024580.28
34791788000113;2026-03-12;15103419.42
34791820000160;2026-03-12;283852433.94
34792037000111;2026-03-12;548866400.87
34792708000144;2026-03-12;11280172.30
34792724000137;2026-03-12;191653750.11
34792742000119;2026-03-12;28297219.77
34792761000145;2026-03-12;2403964.68
34792778000100;2026-03-12;2345841.01
34792784000150;2026-03-12;71105770.39
34792798000173;2026-03-12;161048908.96
34792818000106;2026-03-12;90022276.33
34792842000145;2026-03-12;2432001.75
34792991000104;2026-03-12;135443744.54
34793027000109;2026-03-12;21888565.64
34793038000180;2026-03-12;21871339.58
34793078000122;2026-03-12;5452148.67
34793093000170;2026-03-12;36051507.84
34793104000112;2026-03-12;43733860.86
34793111000114;2026-03-12;223511839.89
34793138000107;2026-03-12;1146010194.28
34793170000192;2026-03-12;30988432.22
34793178000159;2026-03-12;20580512.08
34798753000106;2026-03-12;21720168.95
34798905000170;2026-03-12;38888744.72
34799129000123;2026-03-12;637720611.07
34799162000153;2026-03-12;236588122.70
34799186000102;2026-03-12;142103921.52
34799393000167;2026-03-12;640966639.61
34799423000135;2026-03-12;40047953.16
34799490000150;2026-03-12;51274555.89
34799517000104;2026-03-12;12298174.13
34803891000136;2026-03-11;195506920.79
34803920000160;2026-03-12;216611098.75
34803938000161;2026-03-12;9415083449.00
34803996000195;2026-03-12;165758094.32
34804026000104;2026-03-10;120894428.76
34804063000112;2026-03-12;27463784.75
34808989000186;2026-03-12;281183257.07
34830675000180;2026-03-12;38972901.89
34831155000191;2026-03-12;81370354.15
34831200000108;2026-03-12;5836899.72
34831235000147;2026-03-06;339438271.09
34832962000129;2026-03-12;73116775.42
34838733000111;2026-03-11;11031794.48
34839385000105;2026-03-12;192719821.90
34839786000157;2026-03-12;12286213.99
34839814000136;2026-03-12;7001764.92
34839865000168;2026-03-12;48411014.15
34849937000158;2026-03-12;40408101.22
34866645000123;2026-03-12;217125472.88
34867202000157;2026-03-11;53561675.58
34867290000197;2026-03-12;19573527.08
34867354000150;2026-03-12;1017229137.48
34867403000154;2026-03-12;5292042.62
34867657000172;2026-03-12;26341727.45
34867706000177;2026-03-11;401380559.56
34867766000190;2026-03-12;27109990.76
34867778000114;2026-03-12;26516819.52
34867797000140;2026-03-12;1608832568.26
34867805000159;2026-03-12;777477838.28
34867818000128;2026-03-11;263124090.36
34867829000108;2026-03-12;248219692.03
34867860000149;2026-03-12;82535210.03
34887306000123;2026-03-12;108831152.50
34887320000127;2026-03-12;9933251.92
34887335000195;2026-03-12;44349866.92
