cnpj;DT_COMPTC;VL_PATRIM_LIQ
27292851000101;2026-03-12;61169282.46
27292863000136;2026-03-12;17536433.93
27292891000153;2026-03-12;52050206.79
27292904000194;2026-03-12;18840737.10
27292915000174;2026-03-12;24937024.65
27293712000100;2026-03-12;41345167.06
27293743000153;2026-03-12;218874650.73
27293764000179;2026-03-12;250470035.08
27303336000180;2026-03-12;638680825.55
27324390000101;2026-03-12;9550629.08
27324405000131;2026-03-12;2248862.30
27328587000119;2026-03-12;11668511.24
27328750000143;2026-03-12;10376400.22
27328766000156;2026-03-12;10858094.16
27339287000135;2026-03-12;4219740.16
27347280000165;2026-03-13;600003421.38
27347294000189;2026-03-12;129210297.39
27347300000106;2026-03-12;105824914.84
27347310000133;2026-03-12;22782418.85
27347332000101;2026-03-12;18528398.79
27347344000128;2026-03-12;225566913.29
27347367000132;2026-03-13;214421016.30
27347377000178;2026-03-12;97658803.78
27347422000194;2026-03-12;36214174.01
27347614000109;2026-03-12;26100587.10
27347629000169;2026-03-12;128802105.44
27368850000101;2026-03-12;30938876.10
27368880000100;2026-03-12;441597982.71
27381530000183;2026-03-12;3679242.35
27385044000133;2026-03-12;-563371.35
27389566000103;2026-03-12;2477381317.19
27389572000160;2026-03-12;489043541.68
27389619000196;2026-03-12;18450795.43
27389622000100;2026-03-12;38776262.90
27389682000122;2026-03-12;32619575.19
27455174000103;2026-03-12;6294135975.60
27455201000130;2026-03-12;290683127.15
27455219000131;2026-03-12;3245291794.89
27465308000169;2026-03-12;390005170.31
27465315000160;2026-03-12;495575227.57
27467861000130;2026-03-12;104134184.25
27467895000125;2026-03-12;443279442.84
27467928000137;2026-03-12;2530831898.05
27477143000145;2026-03-12;14972221.76
27477152000136;2026-03-12;73491033.14
27477166000150;2026-03-12;70476102.41
27477172000107;2026-03-12;52712435.36
27477175000140;2026-03-12;43919344.63
27477387000128;2026-03-12;60379289.38
27477404000127;2026-03-12;1349673.75
27477446000168;2026-03-11;28279281.38
27500387000100;2026-03-12;4474396.62
27500541000135;2026-03-10;62371082.29
27500563000103;2026-03-12;-4985340.32
27500639000192;2026-03-12;219394659.14
27500652000141;2026-03-12;22523745.17
27500674000101;2026-03-12;7009529.19
27527711000175;2026-03-12;22283406.89
27528784000181;2026-03-12;28430741.45
27528803000170;2026-03-12;75019802.01
27546601000150;2026-03-12;66671750.27
27565164000112;2026-03-12;66535743.03
27565728000117;2026-03-12;70347640.12
27565843000191;2026-03-12;76808508.80
27565856000160;2026-03-11;37451236.58
27565873000106;2026-03-12;34393508.13
27565889000100;2026-03-12;48938229.00
27565923000147;2026-03-12;23889633.46
27565968000111;2026-03-12;301960095.91
27565976000168;2026-03-12;126243162.19
27565982000115;2026-03-12;31358365.30
27566032000105;2026-03-12;28767336.79
27566040000151;2026-03-12;15056631.27
27566056000164;2026-03-12;26859989.73
27566493000188;2026-03-12;81092885.99
27566556000104;2026-03-12;4589872.73
27566566000131;2026-03-12;1861231.26
27580008000120;2026-03-12;1718545241.46
27580503000130;2026-03-12;31634610.34
27580526000144;2026-03-12;42963068.97
27580533000146;2026-03-12;173109145.91
27580540000148;2026-03-12;91685109.96
27580551000128;2026-03-12;1010326105.66
27580556000150;2026-03-12;210370383.48
27591034000154;2026-03-12;20278631.31
27591107000108;2026-03-11;89230090.52
27592847000169;2026-03-12;31266335.58
27592886000166;2026-03-12;54441655.59
27599235000106;2026-03-12;672375480.46
27599239000186;2026-03-12;4438966.09
27599290000198;2026-03-12;674478496.52
27619173000149;2026-03-12;76760527.07
27619587000178;2026-03-12;123601342.96
27619695000140;2026-03-12;16828083.17
27619703000159;2026-03-12;509254564.41
27619757000114;2026-03-12;24917317.44
27619818000143;2026-03-12;29431466.76
27619860000164;2026-03-12;4101878.58
27619898000137;2026-03-12;11933526.40
27630188000108;2026-03-12;188157017.59
27630205000107;2026-03-12;117245616.69
27630216000197;2026-03-12;49146944.45
27641344000136;2026-03-12;317815771.97
27641357000105;2026-03-12;82280681.08
27641371000109;2026-03-12;104477680.84
27641382000199;2026-03-12;126263350.14
27651164000135;2026-03-12;208595853.07
27651174000170;2026-03-12;15815323.11
27651185000150;2026-03-12;85971788.35
27664571000187;2026-03-12;28917372.56
27675696000102;2026-03-12;283154708.53
27684070000162;2026-03-12;18418885.97
27696698000188;2026-03-12;302491774.12
27696713000198;2026-03-12;270746693.24
27706494000180;2026-03-12;112082776.78
27706505000122;2026-03-12;211250755.45
27706511000180;2026-03-12;79324852.13
27706810000114;2026-03-12;190064234.32
27706834000173;2026-03-12;14584477.17
27707783000102;2026-03-12;32892084.95
27717045000138;2026-03-12;242092499.60
27717051000195;2026-03-12;26958353.70
27717327000135;2026-03-12;19049879.50
27717359000130;2026-03-12;24851818942.99
27717368000121;2026-03-12;669534950.81
27717376000178;2026-03-12;64405864.11
27728892000106;2026-03-12;62109673.72
27729636000125;2026-03-12;113249739.34
27729655000151;2026-03-12;36992196.62
27729674000188;2026-03-12;65022816.20
27738581000110;2026-03-12;20130629.19
27739565000141;2026-03-12;2058134.09
27739665000178;2026-03-12;22307032.00
27749553000106;2026-03-12;13143112.91
27749572000124;2026-03-12;126760542.69
27751259000120;2026-03-12;18350753.13
27751316000171;2026-03-12;99356025.75
27762397000105;2026-03-12;112983382.68
27771694000117;2026-03-12;65088643.55
27771953000100;2026-03-12;46098429.23
27772168000171;2026-03-12;3726372.66
27782855000178;2026-03-12;30571049.86
27782866000158;2026-03-11;24823240.53
27782888000118;2026-03-12;28346179.61
27782944000114;2026-03-12;11725850.78
27783036000145;2026-03-12;20738356.77
27783255000124;2026-03-12;6861859.50
27783850000160;2026-03-12;15716327.39
27783868000161;2026-03-12;13983202.93
27793086000103;2026-03-12;3844664.33
27793095000102;2026-03-12;37592891.10
27804670000117;2026-03-12;182333000.32
27825128000140;2026-03-13;20893716.72
27825138000186;2026-03-12;53188038.28
27825176000139;2026-03-12;19341843.15
27825186000174;2026-03-12;98891534.67
27825196000100;2026-03-12;38059993.84
27825226000188;2026-03-12;441379354.28
27826008000168;2026-03-12;13379863.07
27826024000150;2026-03-12;3011221.22
27826046000110;2026-03-12;39175687.11
27826059000190;2026-03-12;254296769.86
27865070000169;2026-03-12;7185544.59
27879909000118;2026-03-12;68802968.66
27879995000169;2026-03-12;31181017.97
27880055000190;2026-03-12;127482200.68
27880073000171;2026-03-12;304290931.61
27880083000107;2026-03-12;37791397.08
27880102000103;2026-03-11;14277038.64
27880199000146;2026-03-12;5560991.39
27880216000145;2026-03-12;67873895.74
27880241000129;2026-03-12;21892528.82
27880305000191;2026-03-12;46524559.68
27880333000109;2026-03-12;9789856.36
27880348000177;2026-03-12;213531982.74
27880363000115;2026-03-12;94184129.40
27880375000140;2026-03-12;20221926.10
27883656000156;2026-03-09;508273434.91
27884230000117;2026-03-12;75827185.25
27884260000123;2026-03-12;2892520425.99
27884294000118;2026-03-12;4230179622.71
27884305000160;2026-03-12;1061396455.31
27884354000100;2026-03-12;21618026.95
27884364000138;2026-03-12;990330588.13
27923169000170;2026-03-12;33301895.97
27924223000100;2026-03-12;83726377.85
27927529000101;2026-03-12;20771463.77
27927560000142;2026-03-12;55510818.04
27928130000145;2026-03-12;1526605.63
27928174000175;2026-03-12;18562589.04
27928186000108;2026-03-12;214228834.56
27928267000108;2026-03-12;125516678.58
27932683000171;2026-03-12;145070340.07
27933905000170;2026-03-12;23330481.52
27943585000130;2026-03-12;315527563.17
27943626000198;2026-03-12;2889827.39
27944328000112;2026-03-12;13365492.97
27944377000155;2026-03-12;96044198.62
27944378000108;2026-03-12;480583388.16
27944406000189;2026-03-12;40021714.47
27944690000193;2026-03-12;1031528576.93
27945264000174;2026-03-12;272809712.19
27945281000101;2026-03-13;21385081.59
27945311000180;2026-03-12;19878389.71
27945323000104;2026-03-12;19939277.88
27945334000194;2026-03-12;100978721.99
27945374000136;2026-03-12;54309230.06
27945438000107;2026-03-12;1340687861.53
27945462000138;2026-03-12;162657110.79
27945480000110;2026-03-12;9196402.13
27945502000141;2026-03-12;18234131.31
27945519000107;2026-03-12;308556270.89
27945545000127;2026-03-12;260408502.12
27945844000161;2026-03-12;17564159.63
27965955000130;2026-03-12;14274991.38
27965988000180;2026-03-12;126930354.05
27966004000185;2026-03-12;143713716.69
27969152000153;2026-03-12;48483755.14
27969176000102;2026-03-12;114584383.75
27969227000104;2026-03-12;58851288.16
27974819000106;2026-03-12;53123444.27
27974837000198;2026-03-12;42211554.12
27974848000178;2026-03-12;10003676.42
27974854000125;2026-03-12;23186963.71
27974858000103;2026-03-12;52922362.90
27974862000171;2026-03-12;35212854.25
27974883000197;2026-03-12;65890704.51
27974894000177;2026-03-12;18025908.29
27974899000108;2026-03-12;737968471.15
27974904000174;2026-03-12;15270367.69
28015594000123;2026-03-12;45596276.10
28015623000157;2026-03-12;88485934.85
28021609000166;2026-03-12;5307761.75
28021770000130;2026-03-12;4284045.60
28021860000120;2026-03-12;107863374.74
28021919000180;2026-03-12;29408727.47
28021948000142;2026-03-12;92067018.03
28021980000128;2026-03-13;179134775.77
28021990000163;2026-03-12;4813531.79
28022008000178;2026-03-12;7654540.43
28022031000162;2026-03-12;45750161.73
28025408000137;2026-03-12;212331216.55
28025424000120;2026-03-12;144958407.90
28025432000176;2026-03-12;51431519.81
28036828000119;2026-03-10;440786752.41
28036831000132;2026-03-12;22305074.79
28036841000178;2026-03-12;66632803.93
28036851000103;2026-03-12;125934248.47
28036868000160;2026-03-12;60742777.51
28036880000175;2026-03-12;21322497.06
28046800000162;2026-03-12;892509155.66
28046819000109;2026-03-12;1325605809.92
28046865000108;2026-03-12;26294246.70
28046895000114;2026-03-12;432505742.74
28046930000103;2026-03-12;467520925.53
28046964000190;2026-03-12;2076086876.59
28047011000146;2026-03-12;33445936.58
28047210000154;2026-03-12;120564983.30
28065429000186;2026-03-12;37345550.19
28069569000122;2026-03-12;813484277.14
28069584000170;2026-03-12;1084779753.91
28069617000182;2026-03-12;12358759.51
28069673000117;2026-03-12;22731225.81
28069689000120;2026-03-12;29576526.23
28069700000151;2026-03-12;5204866.26
28069780000145;2026-03-12;7276079.53
28069915000172;2026-03-12;108063844.98
28075007000191;2026-03-12;22057987.49
28075078000194;2026-03-12;12814362.63
28075123000100;2026-03-12;54333422.62
28075132000100;2026-03-12;54282825.71
28075138000179;2026-03-12;87033462.13
28075172000143;2026-03-12;8149361.46
28075217000180;2026-03-12;283776783.08
28075254000198;2026-03-12;22729163.01
28075258000176;2026-03-12;18280661.94
28075310000194;2026-03-12;15806462.30
28075401000120;2026-03-12;11846827.48
28075425000189;2026-03-12;75119251.55
28075437000103;2026-03-12;79377716.55
28075481000113;2026-03-12;10712735.27
28075485000100;2026-03-12;272278025.31
28075501000156;2026-03-12;126083099.81
28075532000107;2026-03-12;47915702.28
28075605000160;2026-03-12;18223174.00
28076584000106;2026-03-11;449128124.88
28077177000105;2026-03-12;28669310.84
28077425000118;2026-03-12;19790633.06
28077823000134;2026-03-12;76464083.59
28077860000142;2026-03-11;23733372.03
28077900000156;2026-03-12;89449882.85
28077914000170;2026-03-12;669362152.53
28077946000175;2026-03-12;40954558.84
28078625000195;2026-03-11;125592774.40
28078725000111;2026-03-11;156966528.66
28078755000128;2026-03-11;224191908.84
28078762000120;2026-03-12;0.00
28078776000143;2026-03-12;388642701.94
28079799000172;2026-03-12;9026270.37
28079834000153;2026-03-12;1396955.90
28080450000150;2026-03-12;172081743.72
28080458000117;2026-03-11;387277912.66
28080492000191;2026-03-12;104852847.87
28080599000130;2026-03-10;50965250.73
28081127000100;2026-03-13;409355083.40
28081152000185;2026-03-12;805492621.45
28081176000134;2026-03-12;40881157.55
28087314000192;2026-03-13;73845168.98
28087402000194;2026-03-12;315838536.34
28098599000167;2026-03-12;122384223.66
28098751000101;2026-03-12;21009498.34
28122124000169;2026-03-05;356296295.34
28122142000140;2026-03-12;40037885.11
28122220000107;2026-03-12;652453793.06
28140746000110;2026-03-12;6022065.54
28140793000163;2026-03-12;522842449.80
28140850000104;2026-03-12;66672810.82
28140867000161;2026-03-12;226414264.66
28140888000187;2026-03-11;495624583.34
28140892000145;2026-03-12;16310769.31
28140916000166;2026-03-12;63845629.60
28140922000113;2026-03-12;31121827.96
28140939000170;2026-03-12;284511819.20
28140951000185;2026-03-12;60301201.70
28140983000180;2026-03-12;64416321.31
28141005000153;2026-03-12;43553378.64
28144529000106;2026-03-12;20946194.85
28144716000181;2026-03-04;17446094.98
28144735000108;2026-03-12;182515823.78
28144770000127;2026-03-12;151256382.02
28144844000125;2026-03-12;30225570.97
28144866000195;2026-03-12;26655317.68
28144884000177;2026-03-12;25130230.46
28145208000118;2026-03-12;32968342.09
28145378000100;2026-03-12;88864999.75
28146872000181;2026-03-06;55749465.10
28152799000150;2026-03-12;956274727.48
28152842000188;2026-03-12;11511342.75
28194713000152;2026-03-12;36437959.25
28194756000138;2026-03-12;68961989.57
28205295000151;2026-03-12;99190825.49
28205308000192;2026-03-12;4177043713.61
28205534000173;2026-03-12;50244298.09
28206114000101;2026-03-11;5474180.68
28206161000155;2026-03-12;213184677.33
28206220000195;2026-03-12;475519132.97
28206291000198;2026-03-12;365759562.57
28206307000162;2026-03-12;12073088.65
28206335000180;2026-03-12;17615977.51
28206355000150;2026-03-12;12121568.29
28206371000143;2026-03-12;54937168.40
28227560000100;2026-03-12;37140519.41
28235674000194;2026-03-12;7168084.17
28246543000102;2026-03-12;9153647.44
28246609000164;2026-03-12;517532553.37
28246671000156;2026-03-12;211684915.29
28247030000116;2026-03-12;8469316706.32
28247067000144;2026-03-12;18643647.37
28254520000140;2026-03-12;34058874.30
28254529000150;2026-03-12;68946931.02
28254533000119;2026-03-12;261539511.33
28254539000196;2026-03-12;59668653.95
28254542000100;2026-03-12;26085539.74
28254550000156;2026-03-12;160770683.29
28254557000178;2026-03-12;1912828693.55
28254564000170;2026-03-12;20583507.81
28254572000116;2026-03-12;10177657.25
28254580000162;2026-03-12;261843805.43
28254584000140;2026-03-12;58930573.28
28254868000137;2026-03-12;97373520.32
28254874000194;2026-03-12;302161436.21
28254895000100;2026-03-12;206321291.93
28254925000188;2026-03-12;235648102.04
28259413000104;2026-03-12;26362672.79
28259415000101;2026-03-12;104954149.78
28260437000183;2026-03-12;25402689916.22
28260530000198;2026-03-12;2049848.36
28260563000138;2026-03-10;18566626.11
28272963000163;2026-03-11;13329404.84
28280864000123;2026-03-12;13057449.00
28280887000138;2026-03-12;10015631.86
28280933000107;2026-03-11;24419479.45
28280940000109;2026-03-12;11013169.94
28280945000123;2026-03-12;1313786368.67
28280961000116;2026-03-12;1163543592.44
28280963000105;2026-03-12;1212744682.56
28280971000151;2026-03-12;12905859.87
28280995000100;2026-03-12;1706581664.46
28281010000161;2026-03-11;16164992.82
28289141000195;2026-03-12;11570795.37
28289146000118;2026-03-12;1459975.86
28296477000185;2026-03-12;103922082.53
28296490000134;2026-03-12;29278036.03
28320600000156;2026-03-12;250444939.91
28320626000102;2026-03-12;7146042.13
28320645000120;2026-03-13;50086938.12
28320756000137;2026-03-12;3929913056.64
28320857000108;2026-03-13;3443286851.90
28320922000103;2026-03-12;17897081.71
28320973000127;2026-03-12;59182137.01
28320997000186;2026-03-12;17897872.97
28321046000121;2026-03-12;186286302.24
28321170000197;2026-03-12;10976515.05
28321199000179;2026-03-12;9536325.31
28321288000115;2026-03-12;21012498.09
28353060000107;2026-03-12;112897234.32
28364567000166;2026-03-12;15274046.05
28364587000137;2026-03-12;323992391.74
28376229000144;2026-03-12;21688601.59
28386172000164;2026-03-12;8958428.36
28386252000110;2026-03-12;19507658.20
28386255000153;2026-03-12;51317242.40
28386376000103;2026-03-12;24691786.19
28396480000170;2026-03-12;30532237.52
28396493000140;2026-03-12;11889371.30
28396597000154;2026-03-12;146790941.16
28408007000166;2026-03-12;386645565.82
28408016000157;2026-03-12;58733694.83
28408034000139;2026-03-12;41847138.86
28408114000194;2026-03-12;5180977.97
28408121000196;2026-03-12;135610812.54
28408139000198;2026-03-12;105664053.98
28418228000115;2026-03-12;704720.18
28427984000100;2026-03-12;2466493.90
28427997000180;2026-03-12;1314719.68
28428029000198;2026-03-12;27458517.30
28428069000130;2026-03-12;76837184195.71
28428077000186;2026-03-12;74539386915.49
28428129000114;2026-03-12;57135148.22
28428137000160;2026-03-12;24847286.79
28428151000164;2026-03-12;27156900.54
28428164000133;2026-03-12;210065031.04
28428179000100;2026-03-12;1555274.77
28428202000158;2026-03-12;98452704.88
28428211000149;2026-03-12;129505370.48
28428226000107;2026-03-12;201491741.82
28428255000179;2026-03-12;343090767.62
28428287000174;2026-03-12;85492128.03
28439394000106;2026-03-12;30284467.29
28454176000132;2026-03-12;215368516.31
28454214000157;2026-03-12;12842590.06
28461406000190;2026-03-12;4274710404.92
28461419000160;2026-03-12;3015527012.87
28470587000111;2026-03-12;781682653.29
28475193000156;2026-03-12;377877660.50
28483812000154;2026-03-12;7854897.53
28491503000126;2026-03-12;51293312.97
28504508000146;2026-03-12;217295067.91
28515850000141;2026-03-12;223014305.07
28515874000109;2026-03-12;348302725.79
28515917000148;2026-03-12;14094909.39
28515937000119;2026-03-12;19759148.55
28515969000114;2026-03-12;3375917.74
28515996000197;2026-03-12;77556832.11
28516010000101;2026-03-12;1517324723.24
28516048000176;2026-03-12;7537266.70
28516058000101;2026-03-12;12536488.56
28516168000173;2026-03-12;21874893.88
28516203000154;2026-03-12;26255890.34
28516239000138;2026-03-12;90880190.96
28518497000153;2026-03-12;20461803.32
28549930000118;2026-03-12;887745563.19
28556156000172;2026-03-12;926167554.11
28556167000152;2026-03-12;281389282.70
28556179000187;2026-03-12;18762781.61
28557904000131;2026-03-12;8798858.00
28557920000124;2026-03-12;7993647.93
28557951000185;2026-03-12;81466341.56
28557970000101;2026-03-12;1165726.44
28558001000175;2026-03-12;27574733.23
28558042000161;2026-03-12;187685644.15
28558061000198;2026-03-12;45752148.46
28558118000159;2026-03-12;32111867.05
28558129000139;2026-03-11;145794854.28
28558221000107;2026-03-12;398035075.05
28558276000109;2026-03-12;14360109.56
28558361000177;2026-03-12;75674274.94
28558403000170;2026-03-12;64048861.02
28558411000116;2026-03-12;47121216.13
28558421000151;2026-03-12;21986298.22
28568647000133;2026-03-12;45034934.91
28578897000154;2026-03-12;50646076.46
28578913000109;2026-03-12;17726030.23
28578921000155;2026-03-12;404547762.10
28578936000113;2026-03-12;227248347.08
28579438000195;2026-03-12;15260737.40
28579454000188;2026-03-12;95215342.92
28579477000192;2026-03-12;5519854.74
28580837000176;2026-03-12;14320179.66
28580862000150;2026-03-12;15289273.94
28580883000175;2026-03-12;37809040.86
28581039000169;2026-03-12;6248165.86
28581043000127;2026-03-12;92024251.26
28581048000150;2026-03-12;47979379.80
28581086000102;2026-03-12;234694811.61
28581096000148;2026-03-12;6497009.94
28581109000189;2026-03-12;222452631.32
28581119000114;2026-03-12;64076830.16
28581127000160;2026-03-12;60836673.89
28581136000151;2026-03-12;15382870.14
28581145000142;2026-03-12;760351006.77
28581159000166;2026-03-12;5116931.38
28581166000168;2026-03-12;47850705.41
28581505000106;2026-03-12;21497715.41
28581572000120;2026-03-12;52574184.35
28581588000133;2026-03-12;3166148.45
28581607000121;2026-03-11;387959979.84
28581662000111;2026-03-12;125287875.37
28581672000157;2026-03-12;43128742.10
28586408000106;2026-03-12;140856251.97
28588902000100;2026-03-12;37355458.04
28589709000193;2026-03-12;20299955.41
28599768000142;2026-03-12;0.00
28626246000192;2026-03-12;33480810.44
28626373000191;2026-03-12;5671051.43
28626693000141;2026-03-12;43643590.32
28629342000194;2026-03-12;121556122.30
28629481000118;2026-03-12;37950101.94
28637847000109;2026-03-12;6378981.76
28637867000171;2026-03-10;7047315511.17
28647981000182;2026-03-12;180133148.08
28648091000195;2026-03-12;44209598.76
28648875000113;2026-03-12;49505207.41
28648924000118;2026-03-12;33729203.97
28649160000185;2026-03-12;74301946.55
28651424000135;2026-03-12;81674088.43
28651431000137;2026-03-12;224495112.58
28651550000190;2026-03-12;57004694.19
28651574000149;2026-03-12;20554062.69
28653698000163;2026-03-12;259239600.16
28653710000130;2026-03-12;13750675.24
28653719000140;2026-03-12;13773053.57
28653793000167;2026-03-12;22757248.65
28653819000177;2026-03-12;17509521.80
28653832000126;2026-03-12;76714968.16
28653850000108;2026-03-12;178865450.41
28653907000179;2026-03-12;303797758.32
28653949000100;2026-03-12;42764291.11
28663487000101;2026-03-12;182487910.88
28663511000102;2026-03-12;515759853.37
28671705000150;2026-03-12;4474965049.61
28692258000115;2026-03-12;30547147.60
28692285000198;2026-03-12;55048348.99
28692448000132;2026-03-12;19102524.58
28692461000191;2026-03-12;287498776.66
28692485000140;2026-03-12;18062826.90
28692492000142;2026-03-12;4229251.85
28692566000140;2026-03-12;40357550.31
28695121000114;2026-03-12;1555958.41
28703499000112;2026-03-12;65134650.22
28703541000103;2026-03-12;32562703.22
28703554000174;2026-03-12;7107325.92
28709046000101;2026-03-12;18551512.78
28715205000172;2026-03-12;444950182.75
28715216000152;2026-03-12;2652629.22
28715682000138;2026-03-12;83930953.64
28715701000126;2026-03-12;46863673.36
28726474000134;2026-03-12;41249201.94
28747130000101;2026-03-12;114905981.33
28747144000125;2026-03-12;2688929.81
28747157000102;2026-03-12;6641308.11
28747676000162;2026-03-12;552837231.75
28747685000153;2026-03-12;144654777.98
28747722000123;2026-03-12;5102596.88
28747733000103;2026-03-12;275454427.10
28747816000100;2026-03-12;23534277.93
28747826000138;2026-03-12;116757977.92
28750061000195;2026-03-12;17314519.53
28750110000190;2026-03-12;452240060.46
28750124000103;2026-03-12;8965094.48
28750204000169;2026-03-12;6703038.53
28757084000121;2026-03-12;265428122.95
28757125000180;2026-03-12;213717939.98
28767162000179;2026-03-12;516128342.65
28767181000103;2026-03-13;45562996.57
28767201000138;2026-03-12;380278263.03
28777460000140;2026-03-12;227623707.98
28787004000180;2026-03-12;10938386.89
28787644000190;2026-03-12;20968194.62
28788331000157;2026-03-12;108485825.74
28788359000194;2026-03-12;8794768.12
28788379000165;2026-03-12;8757929.76
28788415000190;2026-03-12;92156859.59
28788445000105;2026-03-12;199138224.45
28788460000145;2026-03-12;144149239.77
28788489000127;2026-03-12;117466270.31
28788501000101;2026-03-12;29999628.11
28788541000145;2026-03-12;293376313.07
28797658000195;2026-03-12;191290236.91
28797725000171;2026-03-12;1174781.08
28797748000186;2026-03-12;43074133.93
28797765000113;2026-03-12;29837769.13
28797797000119;2026-03-12;53412054.16
28808358000164;2026-03-12;6646890.39
28819483000170;2026-03-12;21935845.57
28819628000132;2026-03-12;115864152.80
28840203000105;2026-03-12;1471594166.61
28840415000192;2026-03-12;333395752.74
28840420000103;2026-03-12;510473881.24
28840428000161;2026-03-12;199461963.53
28840456000189;2026-03-12;365852891.85
28840470000182;2026-03-12;103090188.80
28840480000118;2026-03-11;11704851.72
28849591000195;2026-03-12;5939428.53
28849683000175;2026-03-12;65038141.64
28849694000155;2026-03-12;37116498.18
28849695000108;2026-03-12;130180383.41
28849716000187;2026-03-12;753371758.76
28849736000158;2026-03-12;190364586.37
28849744000102;2026-03-12;608451246.16
28849759000162;2026-03-12;59523914.99
28849765000110;2026-03-12;9632517.10
28849777000144;2026-03-12;40599754.63
28849799000104;2026-03-12;92103986.06
28850806000198;2026-03-12;7303859.78
28851710000144;2026-03-12;4235552797.90
28851713000188;2026-03-12;2527750947.19
28851728000146;2026-03-12;196545707.11
28851732000104;2026-03-12;55437740.59
28856743000187;2026-03-12;43635471.40
28856772000149;2026-03-12;11668715.80
28858089000140;2026-03-11;40561061.67
28866524000189;2026-03-12;64709726.98
28877869000138;2026-03-12;65095738.98
28877890000133;2026-03-12;142219481.23
28881110000129;2026-03-12;7281722.57
28881120000164;2026-03-12;306256805.80
28881130000108;2026-03-12;146903706.35
28881163000140;2026-03-12;99111928.81
28881169000117;2026-03-12;29061972.00
28881178000108;2026-03-12;44285346.89
28881195000145;2026-03-12;45444500.13
28888770000131;2026-03-12;75518724.06
28888814000123;2026-03-12;51197205.67
28891305000150;2026-03-13;24553514.96
28911549000157;2026-03-12;1406920027.13
28911614000144;2026-03-12;6674158.94
28912427000185;2026-03-12;6593559.44
28912451000114;2026-03-12;101012404.14
28912465000138;2026-03-11;82700885.11
28912478000107;2026-03-12;18350711.07
28912489000197;2026-03-12;108062548.85
28914119000199;2026-03-12;32846353.10
28914132000148;2026-03-12;88535877.97
28914181000180;2026-03-12;45851997.34
28914193000105;2026-03-12;95439914.60
28922358000190;2026-03-10;359902921.92
28947266000165;2026-03-12;1149028949.88
28951098000181;2026-03-12;1945132852.51
28951115000180;2026-03-12;547999210.37
28951125000116;2026-03-12;2306594010.30
28951141000109;2026-03-12;566411748.80
28951154000188;2026-03-12;1170843227.06
28951182000103;2026-03-12;12385525.53
28951227000131;2026-03-12;97599830.04
28951239000166;2026-03-12;2292078290.32
28951248000157;2026-03-12;75119792.85
28951298000134;2026-03-12;24728328.12
28951331000126;2026-03-10;166585777.12
28970842000195;2026-03-12;20268475.57
28971488000113;2026-03-12;18996357.28
28971507000101;2026-03-12;579251282.86
28971523000102;2026-03-12;3278106.77
28971589000194;2026-03-11;17377149.20
28971626000164;2026-03-12;8471963.64
28974050000199;2026-03-13;9508472.45
28974109000149;2026-03-12;5654210.35
28993760000166;2026-03-12;5432070247.39
29010914000115;2026-03-12;4085222.24
29011016000181;2026-03-12;98093789.36
29011034000163;2026-03-12;71855964.75
29011049000121;2026-03-12;167718428.39
29011081000107;2026-03-12;33927119.42
29011091000142;2026-03-12;39171032.02
29011101000140;2026-03-12;172607058.75
29011124000154;2026-03-12;17822687.17
29011162000107;2026-03-12;231907820.12
29011174000131;2026-03-12;16774491.96
29011235000160;2026-03-12;5017062.65
29011238000102;2026-03-12;17993546.86
29011240000173;2026-03-12;147461739.11
29011243000107;2026-03-12;32146338.12
29011250000109;2026-03-12;127906028.29
29011254000197;2026-03-12;113358925.84
29011266000111;2026-03-12;11982394.88
29022772000106;2026-03-12;379817021.75
29022801000130;2026-03-12;3997719.06
29022818000197;2026-03-11;40932865.80
29033458000129;2026-03-12;19012768.54
29044189000104;2026-03-12;320043382.44
29044201000172;2026-03-12;4862052668.28
29044629000115;2026-03-12;88836232.45
29044649000196;2026-03-12;3477466178.87
29044668000112;2026-03-12;1630949841.64
29045156000170;2026-03-12;25041313.43
29045219000199;2026-03-12;3250561.02
29045297000193;2026-03-12;1266823779.02
29045319000115;2026-03-12;15622423.86
29045335000108;2026-03-12;158678740.03
29045353000190;2026-03-12;174102029.73
29045373000160;2026-03-12;931928599.68
29045451000127;2026-03-12;8757571.58
29045468000184;2026-03-12;21750253.95
29045487000100;2026-03-12;277889297.35
29045509000132;2026-03-12;2373481.26
29045521000147;2026-03-12;89387912.82
29045538000102;2026-03-12;492351458.41
29045553000142;2026-03-12;401253649.26
29045575000102;2026-03-12;218572944.44
29045642000199;2026-03-12;5426400.51
29045652000124;2026-03-12;617965979.47
29045775000165;2026-03-12;1376153.73
29045947000109;2026-03-12;28830470.18
29045966000127;2026-03-12;254883817.29
29045977000107;2026-03-12;8265739.59
29046006000181;2026-03-12;1024983289.93
29054793000103;2026-03-12;4357733.60
29054877000147;2026-03-12;31091606.76
29055460000107;2026-03-13;17620505.36
29055966000108;2026-03-12;607180398.47
29055980000101;2026-03-12;83758351.49
29056024000144;2026-03-12;115881831.63
29066331000106;2026-03-12;62673426.12
29066627000127;2026-03-12;99194824.89
29066638000107;2026-03-12;176497328.17
29066890000116;2026-03-12;12869776.22
29066923000128;2026-03-12;141142486.20
29066930000120;2026-03-12;170351730.05
29078039000103;2026-03-12;5020704847.95
29078627000147;2026-03-12;22962461.46
29085439000146;2026-03-12;124344978.76
29088383000183;2026-03-12;630004893.16
29088410000118;2026-03-12;256907785.06
